arm,step,task_id,answer_position,scored_count
ROTATING,1024,atcoder/abc307_d,386,1
ROTATING,1024,atcoder/abc307_d,387,1
ROTATING,1024,atcoder/abc307_d,388,1
ROTATING,1024,atcoder/abc307_d,389,1
ROTATING,1024,atcoder/abc307_d,390,1
ROTATING,1024,atcoder/abc307_d,391,1
ROTATING,1024,atcoder/abc307_d,392,1
ROTATING,1024,atcoder/abc307_d,393,1
ROTATING,1024,atcoder/abc307_d,394,1
ROTATING,1024,atcoder/abc307_d,395,1
ROTATING,1024,atcoder/abc307_d,396,1
ROTATING,1024,atcoder/abc307_d,397,1
ROTATING,1024,atcoder/abc307_d,398,1
ROTATING,1024,atcoder/abc307_d,399,1
ROTATING,1024,atcoder/abc307_d,400,1
ROTATING,1024,atcoder/abc307_d,401,1
ROTATING,1024,atcoder/abc307_d,402,1
ROTATING,1024,atcoder/abc307_d,403,1
ROTATING,1024,atcoder/abc307_d,404,1
ROTATING,1024,atcoder/abc307_d,405,1
ROTATING,1024,atcoder/abc307_d,406,1
ROTATING,1024,atcoder/abc307_d,407,1
ROTATING,1024,atcoder/abc307_d,408,1
ROTATING,1024,atcoder/abc307_d,409,1
ROTATING,1024,atcoder/abc307_d,410,1
ROTATING,1024,atcoder/abc307_d,411,1
ROTATING,1024,atcoder/abc307_d,412,1
ROTATING,1024,atcoder/abc307_d,413,1
ROTATING,1024,atcoder/abc307_d,414,1
ROTATING,1024,atcoder/abc307_d,415,1
ROTATING,1024,atcoder/abc307_d,416,1
ROTATING,1024,atcoder/abc307_d,417,1
ROTATING,1024,atcoder/abc307_d,418,1
ROTATING,1024,atcoder/abc307_d,419,1
ROTATING,1024,atcoder/abc307_d,420,1
ROTATING,1024,atcoder/abc307_d,421,1
ROTATING,1024,atcoder/abc307_d,422,1
ROTATING,1024,atcoder/abc307_d,423,1
ROTATING,1024,atcoder/abc307_d,440,1
ROTATING,1024,atcoder/abc307_d,441,1
ROTATING,1024,atcoder/abc307_d,442,1
ROTATING,1024,atcoder/abc307_d,443,1
ROTATING,1024,atcoder/abc307_d,444,1
ROTATING,1024,atcoder/abc307_d,445,1
ROTATING,1024,atcoder/abc307_d,446,1
ROTATING,1024,atcoder/abc307_d,447,1
ROTATING,1024,atcoder/abc307_d,464,1
ROTATING,1024,atcoder/abc307_d,465,1
ROTATING,1024,atcoder/abc307_d,466,1
ROTATING,1024,atcoder/abc307_d,467,1
ROTATING,1024,atcoder/abc307_d,468,1
ROTATING,1024,atcoder/abc307_d,469,1
ROTATING,1024,atcoder/abc307_d,470,1
ROTATING,1024,atcoder/abc307_d,471,1
ROTATING,1024,atcoder/abc307_d,472,1
ROTATING,1024,atcoder/abc307_d,473,1
ROTATING,1024,atcoder/abc307_d,474,1
ROTATING,1024,atcoder/abc307_d,475,1
ROTATING,1024,atcoder/abc307_d,476,1
ROTATING,1024,atcoder/abc307_d,477,1
ROTATING,1024,atcoder/abc307_d,478,1
ROTATING,1024,atcoder/abc307_d,479,1
ROTATING,1024,atcoder/abc307_d,480,1
ROTATING,1024,atcoder/abc307_d,481,1
ROTATING,1024,atcoder/abc307_d,482,1
ROTATING,1024,atcoder/abc307_d,483,1
ROTATING,1024,atcoder/abc307_d,484,1
ROTATING,1024,atcoder/abc307_d,485,1
ROTATING,1024,atcoder/abc307_d,486,1
ROTATING,1024,atcoder/abc307_d,487,1
ROTATING,1024,atcoder/abc307_d,488,1
ROTATING,1024,atcoder/abc307_d,489,1
ROTATING,1024,atcoder/abc307_d,490,1
ROTATING,1024,atcoder/abc307_d,491,1
ROTATING,1024,atcoder/abc307_d,492,1
ROTATING,1024,atcoder/abc307_d,493,1
ROTATING,1024,atcoder/abc307_d,494,1
ROTATING,1024,atcoder/abc307_d,495,1
ROTATING,1024,atcoder/abc307_d,504,1
ROTATING,1024,atcoder/abc307_d,505,1
ROTATING,1024,atcoder/abc307_d,506,1
ROTATING,1024,atcoder/abc307_d,507,1
ROTATING,1024,atcoder/abc307_d,508,1
ROTATING,1024,atcoder/abc307_d,509,1
ROTATING,1024,atcoder/abc307_d,510,1
ROTATING,1024,atcoder/abc307_d,511,1
ROTATING,1024,atcoder/abc307_d,512,1
ROTATING,1024,atcoder/abc307_d,513,1
ROTATING,1024,atcoder/abc307_d,514,1
ROTATING,1024,atcoder/abc307_d,515,1
ROTATING,1024,atcoder/abc307_d,516,1
ROTATING,1024,atcoder/abc307_d,517,1
ROTATING,1024,atcoder/abc307_d,518,1
ROTATING,1024,atcoder/abc307_d,519,1
ROTATING,1024,atcoder/abc307_d,520,1
ROTATING,1024,atcoder/abc307_d,521,1
ROTATING,1024,atcoder/abc307_d,522,1
ROTATING,1024,atcoder/abc307_d,523,1
ROTATING,1024,atcoder/abc307_d,524,1
ROTATING,1024,atcoder/abc307_d,525,1
ROTATING,1024,atcoder/abc307_d,526,1
ROTATING,1024,atcoder/abc307_d,527,1
ROTATING,1024,atcoder/abc307_d,528,1
ROTATING,1024,atcoder/abc307_d,529,1
ROTATING,1024,atcoder/abc307_d,530,1
ROTATING,1024,atcoder/abc310_e,0,9
ROTATING,1024,atcoder/abc310_e,1,9
ROTATING,1024,atcoder/abc310_e,2,9
ROTATING,1024,atcoder/abc310_e,3,9
ROTATING,1024,atcoder/abc310_e,4,9
ROTATING,1024,atcoder/abc310_e,5,9
ROTATING,1024,atcoder/abc310_e,6,9
ROTATING,1024,atcoder/abc310_e,7,9
ROTATING,1024,atcoder/abc310_e,8,1
ROTATING,1024,atcoder/abc310_e,9,1
ROTATING,1024,atcoder/abc310_e,10,1
ROTATING,1024,atcoder/abc310_e,11,1
ROTATING,1024,atcoder/abc310_e,12,1
ROTATING,1024,atcoder/abc310_e,13,1
ROTATING,1024,atcoder/abc310_e,14,1
ROTATING,1024,atcoder/abc310_e,15,1
ROTATING,1024,atcoder/abc310_e,16,1
ROTATING,1024,atcoder/abc310_e,17,1
ROTATING,1024,atcoder/abc310_e,18,1
ROTATING,1024,atcoder/abc310_e,19,1
ROTATING,1024,atcoder/abc310_e,20,1
ROTATING,1024,atcoder/abc310_e,21,1
ROTATING,1024,atcoder/abc310_e,22,1
ROTATING,1024,atcoder/abc310_e,23,1
ROTATING,1024,atcoder/abc310_e,24,1
ROTATING,1024,atcoder/abc310_e,25,1
ROTATING,1024,atcoder/abc310_e,26,1
ROTATING,1024,atcoder/abc310_e,27,1
ROTATING,1024,atcoder/abc310_e,28,1
ROTATING,1024,atcoder/abc310_e,29,1
ROTATING,1024,atcoder/abc310_e,30,1
ROTATING,1024,atcoder/abc310_e,31,1
ROTATING,1024,atcoder/abc310_e,40,1
ROTATING,1024,atcoder/abc310_e,41,1
ROTATING,1024,atcoder/abc310_e,42,1
ROTATING,1024,atcoder/abc310_e,43,1
ROTATING,1024,atcoder/abc310_e,44,1
ROTATING,1024,atcoder/abc310_e,45,1
ROTATING,1024,atcoder/abc310_e,46,1
ROTATING,1024,atcoder/abc310_e,47,1
ROTATING,1024,atcoder/abc310_e,48,1
ROTATING,1024,atcoder/abc310_e,49,1
ROTATING,1024,atcoder/abc310_e,50,1
ROTATING,1024,atcoder/abc310_e,51,1
ROTATING,1024,atcoder/abc310_e,52,1
ROTATING,1024,atcoder/abc310_e,53,1
ROTATING,1024,atcoder/abc310_e,54,1
ROTATING,1024,atcoder/abc310_e,55,1
ROTATING,1024,atcoder/abc310_e,56,1
ROTATING,1024,atcoder/abc310_e,57,1
ROTATING,1024,atcoder/abc310_e,58,1
ROTATING,1024,atcoder/abc310_e,59,1
ROTATING,1024,atcoder/abc310_e,60,1
ROTATING,1024,atcoder/abc310_e,61,1
ROTATING,1024,atcoder/abc310_e,62,1
ROTATING,1024,atcoder/abc310_e,63,1
ROTATING,1024,atcoder/abc310_e,72,1
ROTATING,1024,atcoder/abc310_e,73,1
ROTATING,1024,atcoder/abc310_e,74,1
ROTATING,1024,atcoder/abc310_e,75,1
ROTATING,1024,atcoder/abc310_e,76,1
ROTATING,1024,atcoder/abc310_e,77,1
ROTATING,1024,atcoder/abc310_e,78,1
ROTATING,1024,atcoder/abc310_e,79,1
ROTATING,1024,atcoder/abc310_e,80,1
ROTATING,1024,atcoder/abc310_e,81,1
ROTATING,1024,atcoder/abc310_e,82,1
ROTATING,1024,atcoder/abc310_e,83,1
ROTATING,1024,atcoder/abc310_e,84,1
ROTATING,1024,atcoder/abc310_e,85,1
ROTATING,1024,atcoder/abc310_e,86,1
ROTATING,1024,atcoder/abc310_e,87,1
ROTATING,1024,atcoder/abc310_e,88,1
ROTATING,1024,atcoder/abc310_e,89,1
ROTATING,1024,atcoder/abc310_e,90,1
ROTATING,1024,atcoder/abc310_e,91,1
ROTATING,1024,atcoder/abc310_e,92,1
ROTATING,1024,atcoder/abc310_e,93,1
ROTATING,1024,atcoder/abc310_e,94,1
ROTATING,1024,atcoder/abc310_e,95,1
ROTATING,1024,atcoder/abc310_e,96,1
ROTATING,1024,atcoder/abc310_e,97,1
ROTATING,1024,atcoder/abc310_e,98,1
ROTATING,1024,atcoder/abc310_e,99,1
ROTATING,1024,atcoder/abc310_e,100,1
ROTATING,1024,atcoder/abc310_e,101,1
ROTATING,1024,atcoder/abc310_e,102,1
ROTATING,1024,atcoder/abc310_e,103,1
ROTATING,1024,atcoder/abc310_e,104,1
ROTATING,1024,atcoder/abc310_e,105,1
ROTATING,1024,atcoder/abc310_e,106,1
ROTATING,1024,atcoder/abc310_e,107,1
ROTATING,1024,atcoder/abc310_e,108,1
ROTATING,1024,atcoder/abc310_e,109,1
ROTATING,1024,atcoder/abc310_e,110,1
ROTATING,1024,atcoder/abc310_e,111,1
ROTATING,1024,atcoder/abc310_e,112,1
ROTATING,1024,atcoder/abc310_e,113,1
ROTATING,1024,atcoder/abc310_e,114,1
ROTATING,1024,atcoder/abc310_e,115,1
ROTATING,1024,atcoder/abc310_e,116,1
ROTATING,1024,atcoder/abc310_e,117,1
ROTATING,1024,atcoder/abc310_e,118,1
ROTATING,1024,atcoder/abc310_e,119,1
ROTATING,1024,atcoder/abc310_e,120,1
ROTATING,1024,atcoder/abc310_e,121,1
ROTATING,1024,atcoder/abc310_e,122,1
ROTATING,1024,atcoder/abc310_e,123,1
ROTATING,1024,atcoder/abc310_e,124,1
ROTATING,1024,atcoder/abc310_e,125,1
ROTATING,1024,atcoder/abc310_e,126,1
ROTATING,1024,atcoder/abc310_e,127,1
ROTATING,1024,atcoder/abc310_e,128,1
ROTATING,1024,atcoder/abc310_e,129,1
ROTATING,1024,atcoder/abc310_e,130,1
ROTATING,1024,atcoder/abc310_e,131,1
ROTATING,1024,atcoder/abc310_e,136,1
ROTATING,1024,atcoder/abc310_e,137,1
ROTATING,1024,atcoder/abc310_e,138,1
ROTATING,1024,atcoder/abc310_e,139,1
ROTATING,1024,atcoder/abc310_e,140,1
ROTATING,1024,atcoder/abc310_e,141,1
ROTATING,1024,atcoder/abc310_e,142,1
ROTATING,1024,atcoder/abc310_e,143,1
ROTATING,1024,atcoder/abc310_e,144,1
ROTATING,1024,atcoder/abc310_e,145,1
ROTATING,1024,atcoder/abc310_e,146,1
ROTATING,1024,atcoder/abc310_e,147,1
ROTATING,1024,atcoder/abc310_e,148,1
ROTATING,1024,atcoder/abc310_e,149,1
ROTATING,1024,atcoder/abc310_e,150,1
ROTATING,1024,atcoder/abc310_e,151,1
ROTATING,1024,atcoder/abc310_e,152,1
ROTATING,1024,atcoder/abc310_e,153,1
ROTATING,1024,atcoder/abc310_e,154,1
ROTATING,1024,atcoder/abc310_e,155,1
ROTATING,1024,atcoder/abc310_e,156,1
ROTATING,1024,atcoder/abc310_e,157,1
ROTATING,1024,atcoder/abc310_e,158,1
ROTATING,1024,atcoder/abc310_e,159,1
ROTATING,1024,atcoder/abc310_e,160,1
ROTATING,1024,atcoder/abc310_e,161,1
ROTATING,1024,atcoder/abc310_e,162,1
ROTATING,1024,atcoder/abc310_e,163,1
ROTATING,1024,atcoder/abc310_e,164,1
ROTATING,1024,atcoder/abc310_e,165,1
ROTATING,1024,atcoder/abc310_e,166,1
ROTATING,1024,atcoder/abc310_e,167,1
ROTATING,1024,atcoder/abc310_e,168,1
ROTATING,1024,atcoder/abc310_e,169,1
ROTATING,1024,atcoder/abc310_e,170,1
ROTATING,1024,atcoder/abc310_e,171,1
ROTATING,1024,atcoder/abc310_e,172,1
ROTATING,1024,atcoder/abc310_e,173,1
ROTATING,1024,atcoder/abc310_e,174,1
ROTATING,1024,atcoder/abc310_e,175,1
ROTATING,1024,atcoder/abc310_e,184,1
ROTATING,1024,atcoder/abc310_e,185,1
ROTATING,1024,atcoder/abc310_e,186,1
ROTATING,1024,atcoder/abc310_e,187,1
ROTATING,1024,atcoder/abc310_e,188,1
ROTATING,1024,atcoder/abc310_e,189,1
ROTATING,1024,atcoder/abc310_e,190,1
ROTATING,1024,atcoder/abc310_e,191,1
ROTATING,1024,atcoder/abc310_e,192,1
ROTATING,1024,atcoder/abc310_e,193,1
ROTATING,1024,atcoder/abc310_e,194,1
ROTATING,1024,atcoder/abc310_e,195,1
ROTATING,1024,atcoder/abc310_e,196,1
ROTATING,1024,atcoder/abc310_e,197,1
ROTATING,1024,atcoder/abc310_e,198,1
ROTATING,1024,atcoder/abc310_e,199,1
ROTATING,1024,atcoder/abc310_e,200,1
ROTATING,1024,atcoder/abc310_e,201,1
ROTATING,1024,atcoder/abc310_e,202,1
ROTATING,1024,atcoder/abc310_e,203,1
ROTATING,1024,atcoder/abc314_e,0,9
ROTATING,1024,atcoder/abc314_e,1,9
ROTATING,1024,atcoder/abc314_e,2,9
ROTATING,1024,atcoder/abc314_e,3,9
ROTATING,1024,atcoder/abc314_e,4,9
ROTATING,1024,atcoder/abc314_e,5,9
ROTATING,1024,atcoder/abc314_e,6,9
ROTATING,1024,atcoder/abc314_e,7,9
ROTATING,1024,atcoder/abc314_e,32,1
ROTATING,1024,atcoder/abc314_e,33,1
ROTATING,1024,atcoder/abc314_e,34,1
ROTATING,1024,atcoder/abc314_e,35,1
ROTATING,1024,atcoder/abc314_e,36,1
ROTATING,1024,atcoder/abc314_e,37,1
ROTATING,1024,atcoder/abc314_e,38,1
ROTATING,1024,atcoder/abc314_e,39,1
ROTATING,1024,atcoder/abc314_e,48,1
ROTATING,1024,atcoder/abc314_e,49,1
ROTATING,1024,atcoder/abc314_e,50,1
ROTATING,1024,atcoder/abc314_e,51,1
ROTATING,1024,atcoder/abc314_e,52,1
ROTATING,1024,atcoder/abc314_e,53,1
ROTATING,1024,atcoder/abc314_e,54,1
ROTATING,1024,atcoder/abc314_e,55,1
ROTATING,1024,atcoder/abc314_e,64,1
ROTATING,1024,atcoder/abc314_e,65,1
ROTATING,1024,atcoder/abc314_e,66,1
ROTATING,1024,atcoder/abc314_e,67,1
ROTATING,1024,atcoder/abc314_e,68,1
ROTATING,1024,atcoder/abc314_e,69,1
ROTATING,1024,atcoder/abc314_e,70,1
ROTATING,1024,atcoder/abc314_e,71,1
ROTATING,1024,atcoder/abc314_e,88,1
ROTATING,1024,atcoder/abc314_e,89,1
ROTATING,1024,atcoder/abc314_e,90,1
ROTATING,1024,atcoder/abc314_e,91,1
ROTATING,1024,atcoder/abc314_e,92,1
ROTATING,1024,atcoder/abc314_e,93,1
ROTATING,1024,atcoder/abc314_e,94,1
ROTATING,1024,atcoder/abc314_e,95,1
ROTATING,1024,atcoder/abc314_e,96,1
ROTATING,1024,atcoder/abc314_e,97,1
ROTATING,1024,atcoder/abc314_e,98,1
ROTATING,1024,atcoder/abc314_e,99,1
ROTATING,1024,atcoder/abc314_e,100,1
ROTATING,1024,atcoder/abc314_e,101,1
ROTATING,1024,atcoder/abc314_e,102,1
ROTATING,1024,atcoder/abc314_e,103,1
ROTATING,1024,atcoder/abc314_e,120,1
ROTATING,1024,atcoder/abc314_e,121,1
ROTATING,1024,atcoder/abc314_e,122,1
ROTATING,1024,atcoder/abc314_e,123,1
ROTATING,1024,atcoder/abc314_e,124,1
ROTATING,1024,atcoder/abc314_e,125,1
ROTATING,1024,atcoder/abc314_e,126,1
ROTATING,1024,atcoder/abc314_e,127,1
ROTATING,1024,atcoder/abc314_e,128,1
ROTATING,1024,atcoder/abc314_e,129,1
ROTATING,1024,atcoder/abc314_e,130,1
ROTATING,1024,atcoder/abc314_e,131,1
ROTATING,1024,atcoder/abc314_e,132,1
ROTATING,1024,atcoder/abc314_e,133,1
ROTATING,1024,atcoder/abc314_e,134,1
ROTATING,1024,atcoder/abc314_e,135,1
ROTATING,1024,atcoder/abc314_e,136,1
ROTATING,1024,atcoder/abc314_e,137,1
ROTATING,1024,atcoder/abc314_e,138,1
ROTATING,1024,atcoder/abc314_e,139,1
ROTATING,1024,atcoder/abc314_e,140,1
ROTATING,1024,atcoder/abc314_e,141,1
ROTATING,1024,atcoder/abc314_e,142,1
ROTATING,1024,atcoder/abc314_e,143,1
ROTATING,1024,atcoder/abc314_e,160,1
ROTATING,1024,atcoder/abc314_e,161,1
ROTATING,1024,atcoder/abc314_e,162,1
ROTATING,1024,atcoder/abc314_e,163,1
ROTATING,1024,atcoder/abc314_e,164,1
ROTATING,1024,atcoder/abc314_e,165,1
ROTATING,1024,atcoder/abc314_e,166,1
ROTATING,1024,atcoder/abc314_e,167,1
ROTATING,1024,atcoder/abc314_e,168,1
ROTATING,1024,atcoder/abc314_e,169,1
ROTATING,1024,atcoder/abc314_e,170,1
ROTATING,1024,atcoder/abc314_e,171,1
ROTATING,1024,atcoder/abc314_e,172,1
ROTATING,1024,atcoder/abc314_e,173,1
ROTATING,1024,atcoder/abc314_e,174,1
ROTATING,1024,atcoder/abc314_e,175,1
ROTATING,1024,atcoder/abc314_e,192,1
ROTATING,1024,atcoder/abc314_e,193,1
ROTATING,1024,atcoder/abc314_e,194,1
ROTATING,1024,atcoder/abc314_e,195,1
ROTATING,1024,atcoder/abc314_e,196,1
ROTATING,1024,atcoder/abc314_e,197,1
ROTATING,1024,atcoder/abc314_e,198,1
ROTATING,1024,atcoder/abc314_e,199,1
ROTATING,1024,atcoder/abc314_e,200,1
ROTATING,1024,atcoder/abc314_e,201,1
ROTATING,1024,atcoder/abc314_e,202,1
ROTATING,1024,atcoder/abc314_e,203,1
ROTATING,1024,atcoder/abc314_e,204,1
ROTATING,1024,atcoder/abc314_e,205,1
ROTATING,1024,atcoder/abc314_e,206,1
ROTATING,1024,atcoder/abc314_e,207,1
ROTATING,1024,atcoder/abc314_e,248,1
ROTATING,1024,atcoder/abc314_e,249,1
ROTATING,1024,atcoder/abc314_e,250,1
ROTATING,1024,atcoder/abc314_e,251,1
ROTATING,1024,atcoder/abc314_e,252,1
ROTATING,1024,atcoder/abc314_e,253,1
ROTATING,1024,atcoder/abc314_e,254,1
ROTATING,1024,atcoder/abc314_e,255,1
ROTATING,1024,atcoder/abc314_e,256,1
ROTATING,1024,atcoder/abc314_e,257,1
ROTATING,1024,atcoder/abc314_e,258,1
ROTATING,1024,atcoder/abc314_e,259,1
ROTATING,1024,atcoder/abc314_e,260,1
ROTATING,1024,atcoder/abc314_e,261,1
ROTATING,1024,atcoder/abc314_e,262,1
ROTATING,1024,atcoder/abc314_e,263,1
ROTATING,1024,atcoder/abc314_e,280,1
ROTATING,1024,atcoder/abc314_e,281,1
ROTATING,1024,atcoder/abc314_e,282,1
ROTATING,1024,atcoder/abc314_e,283,1
ROTATING,1024,atcoder/abc314_e,284,1
ROTATING,1024,atcoder/abc314_e,285,1
ROTATING,1024,atcoder/abc314_e,286,1
ROTATING,1024,atcoder/abc314_e,287,1
ROTATING,1024,atcoder/abc314_e,288,1
ROTATING,1024,atcoder/abc314_e,289,1
ROTATING,1024,atcoder/abc314_e,290,1
ROTATING,1024,atcoder/abc314_e,291,1
ROTATING,1024,atcoder/abc314_e,292,1
ROTATING,1024,atcoder/abc314_e,293,1
ROTATING,1024,atcoder/abc314_e,294,1
ROTATING,1024,atcoder/abc314_e,295,1
ROTATING,1024,atcoder/abc314_e,304,1
ROTATING,1024,atcoder/abc314_e,305,1
ROTATING,1024,atcoder/abc314_e,306,1
ROTATING,1024,atcoder/abc314_e,307,1
ROTATING,1024,atcoder/abc314_e,308,1
ROTATING,1024,atcoder/abc314_e,309,1
ROTATING,1024,atcoder/abc314_e,310,1
ROTATING,1024,atcoder/abc314_e,311,1
ROTATING,1024,atcoder/abc314_e,320,1
ROTATING,1024,atcoder/abc314_e,321,1
ROTATING,1024,atcoder/abc314_e,322,1
ROTATING,1024,atcoder/abc314_e,323,1
ROTATING,1024,atcoder/abc314_e,324,1
ROTATING,1024,atcoder/abc314_e,325,1
ROTATING,1024,atcoder/abc314_e,326,1
ROTATING,1024,atcoder/abc314_e,327,1
ROTATING,1024,atcoder/abc314_e,328,1
ROTATING,1024,atcoder/abc314_e,329,1
ROTATING,1024,atcoder/abc314_e,330,1
ROTATING,1024,atcoder/abc314_e,331,1
ROTATING,1024,atcoder/abc314_e,332,1
ROTATING,1024,atcoder/abc314_e,333,1
ROTATING,1024,atcoder/abc314_e,334,1
ROTATING,1024,atcoder/abc314_e,335,1
ROTATING,1024,atcoder/abc314_e,360,1
ROTATING,1024,atcoder/abc314_e,361,1
ROTATING,1024,atcoder/abc314_e,362,1
ROTATING,1024,atcoder/abc314_e,363,1
ROTATING,1024,atcoder/abc314_e,364,1
ROTATING,1024,atcoder/abc314_e,365,1
ROTATING,1024,atcoder/abc314_e,366,1
ROTATING,1024,atcoder/abc314_e,367,1
ROTATING,1024,atcoder/abc314_e,368,1
ROTATING,1024,atcoder/abc314_e,369,1
ROTATING,1024,atcoder/abc314_e,370,1
ROTATING,1024,atcoder/abc314_e,371,1
ROTATING,1024,atcoder/abc314_e,372,1
ROTATING,1024,atcoder/abc314_e,373,1
ROTATING,1024,atcoder/abc314_e,374,1
ROTATING,1024,atcoder/abc314_e,375,1
ROTATING,1024,atcoder/abc314_e,408,1
ROTATING,1024,atcoder/abc314_e,409,1
ROTATING,1024,atcoder/abc314_e,410,1
ROTATING,1024,atcoder/abc314_e,411,1
ROTATING,1024,atcoder/abc314_e,412,1
ROTATING,1024,atcoder/abc314_e,413,1
ROTATING,1024,atcoder/abc314_e,414,1
ROTATING,1024,atcoder/abc314_e,415,1
ROTATING,1024,atcoder/abc314_e,424,1
ROTATING,1024,atcoder/abc314_e,425,1
ROTATING,1024,atcoder/abc314_e,426,1
ROTATING,1024,atcoder/abc314_e,427,1
ROTATING,1024,atcoder/abc314_e,428,1
ROTATING,1024,atcoder/abc314_e,429,1
ROTATING,1024,atcoder/abc314_e,430,1
ROTATING,1024,atcoder/abc314_e,431,1
ROTATING,1024,atcoder/abc314_e,480,1
ROTATING,1024,atcoder/abc314_e,481,1
ROTATING,1024,atcoder/abc314_e,528,1
ROTATING,1024,atcoder/abc314_e,529,1
ROTATING,1024,atcoder/abc314_e,530,1
ROTATING,1024,atcoder/abc314_e,531,1
ROTATING,1024,atcoder/abc314_e,532,1
ROTATING,1024,atcoder/abc314_e,533,1
ROTATING,1024,atcoder/abc314_e,534,1
ROTATING,1024,atcoder/abc314_e,535,1
ROTATING,1024,atcoder/abc314_e,568,1
ROTATING,1024,atcoder/abc314_e,569,1
ROTATING,1024,atcoder/abc314_e,570,1
ROTATING,1024,atcoder/abc314_e,571,1
ROTATING,1024,atcoder/abc314_e,572,1
ROTATING,1024,atcoder/abc314_e,573,1
ROTATING,1024,atcoder/abc314_e,574,1
ROTATING,1024,atcoder/abc314_e,575,1
ROTATING,1024,atcoder/abc314_e,584,1
ROTATING,1024,atcoder/abc314_e,585,1
ROTATING,1024,atcoder/abc314_e,586,1
ROTATING,1024,atcoder/abc314_e,587,1
ROTATING,1024,atcoder/abc314_e,588,1
ROTATING,1024,atcoder/abc314_e,589,1
ROTATING,1024,atcoder/abc314_e,590,1
ROTATING,1024,atcoder/abc314_e,591,1
ROTATING,1024,atcoder/abc314_e,600,1
ROTATING,1024,atcoder/abc314_e,601,1
ROTATING,1024,atcoder/abc314_e,602,1
ROTATING,1024,atcoder/abc314_e,603,1
ROTATING,1024,atcoder/abc314_e,604,1
ROTATING,1024,atcoder/abc314_e,605,1
ROTATING,1024,atcoder/abc314_e,606,1
ROTATING,1024,atcoder/abc314_e,607,1
ROTATING,1024,atcoder/abc314_e,608,1
ROTATING,1024,atcoder/abc314_e,609,1
ROTATING,1024,atcoder/abc314_e,610,1
ROTATING,1024,atcoder/abc314_e,611,1
ROTATING,1024,atcoder/abc314_e,612,1
ROTATING,1024,atcoder/abc314_e,613,1
ROTATING,1024,atcoder/abc314_e,614,1
ROTATING,1024,atcoder/abc314_e,615,1
ROTATING,1024,atcoder/abc314_e,624,1
ROTATING,1024,atcoder/abc314_e,625,1
ROTATING,1024,atcoder/abc314_e,626,1
ROTATING,1024,atcoder/abc314_e,627,1
ROTATING,1024,atcoder/abc314_e,628,1
ROTATING,1024,atcoder/abc314_e,629,1
ROTATING,1024,atcoder/abc314_e,630,1
ROTATING,1024,atcoder/abc314_e,631,1
ROTATING,1024,atcoder/abc314_e,640,1
ROTATING,1024,atcoder/abc314_e,641,1
ROTATING,1024,atcoder/abc314_e,642,1
ROTATING,1024,atcoder/abc314_e,643,1
ROTATING,1024,atcoder/abc314_e,644,1
ROTATING,1024,atcoder/abc314_e,645,1
ROTATING,1024,atcoder/abc314_e,646,1
ROTATING,1024,atcoder/abc314_e,647,1
ROTATING,1024,atcoder/abc314_e,656,1
ROTATING,1024,atcoder/abc314_e,657,1
ROTATING,1024,atcoder/abc314_e,658,1
ROTATING,1024,atcoder/abc314_e,659,1
ROTATING,1024,atcoder/abc314_e,660,1
ROTATING,1024,atcoder/abc314_e,661,1
ROTATING,1024,atcoder/abc314_e,662,1
ROTATING,1024,atcoder/abc314_e,663,1
ROTATING,1024,atcoder/abc314_e,664,1
ROTATING,1024,atcoder/abc314_e,665,1
ROTATING,1024,atcoder/abc314_e,666,1
ROTATING,1024,atcoder/abc314_e,667,1
ROTATING,1024,atcoder/abc314_e,668,1
ROTATING,1024,atcoder/abc314_e,669,1
ROTATING,1024,atcoder/abc314_e,670,1
ROTATING,1024,atcoder/abc314_e,671,1
ROTATING,1024,atcoder/abc314_e,672,1
ROTATING,1024,atcoder/abc314_e,673,1
ROTATING,1024,atcoder/abc314_e,674,1
ROTATING,1024,atcoder/abc314_e,675,1
ROTATING,1024,atcoder/abc314_e,676,1
ROTATING,1024,atcoder/abc314_e,677,1
ROTATING,1024,atcoder/abc314_e,678,1
ROTATING,1024,atcoder/abc314_e,679,1
ROTATING,1024,atcoder/abc314_e,680,1
ROTATING,1024,atcoder/abc314_e,681,1
ROTATING,1024,atcoder/abc314_e,682,1
ROTATING,1024,atcoder/abc314_e,683,1
ROTATING,1024,atcoder/abc314_e,684,1
ROTATING,1024,atcoder/abc314_e,685,1
ROTATING,1024,atcoder/abc314_e,686,1
ROTATING,1024,atcoder/abc314_e,687,1
ROTATING,1024,atcoder/abc314_e,704,1
ROTATING,1024,atcoder/abc314_e,705,1
ROTATING,1024,atcoder/abc314_e,706,1
ROTATING,1024,atcoder/abc314_e,707,1
ROTATING,1024,atcoder/abc314_e,708,1
ROTATING,1024,atcoder/abc314_e,709,1
ROTATING,1024,atcoder/abc314_e,710,1
ROTATING,1024,atcoder/abc314_e,711,1
ROTATING,1024,atcoder/abc314_e,752,1
ROTATING,1024,atcoder/abc314_e,753,1
ROTATING,1024,atcoder/abc314_e,754,1
ROTATING,1024,atcoder/abc314_e,755,1
ROTATING,1024,atcoder/abc314_e,756,1
ROTATING,1024,atcoder/abc314_e,757,1
ROTATING,1024,atcoder/abc314_e,758,1
ROTATING,1024,atcoder/abc314_e,759,1
ROTATING,1024,atcoder/abc314_e,768,1
ROTATING,1024,atcoder/abc314_e,769,1
ROTATING,1024,atcoder/abc314_e,770,1
